Index_column,id,cellid,start,end,phase,task,completion,HasNext,HasNextTask,Group_Number,GroupKey,Task_Group_Number,task_group_completion,MainColor,MaxGroupDate,MaxTaskGroupDate,MinGroupDate,MinTaskGroupDate,Media_Color
308,Prod 4Media 16,Prod 4-Media 16-5-2024,2024-01-28 00:00:00,2024-02-03 00:00:00,Prod 4,Media 16,2610,true,true,1,22,1,421421,#4298b5,2024-10-13 00:00:00,2024-03-03 00:00:00,2023-09-03 00:00:00,2023-11-26 00:00:00,#00738C
309,Prod 4Media 16,Prod 4-Media 16-6-2024,2024-02-04 00:00:00,2024-02-10 00:00:00,Prod 4,Media 16,830,true,true,1,23,1,421421,#4298b5,2024-10-13 00:00:00,2024-03-03 00:00:00,2023-09-03 00:00:00,2023-11-26 00:00:00,#00738C
310,Prod 15Media 16,Prod 15-Media 16-7-2024,2024-02-11 00:00:00,2024-02-17 00:00:00,Prod 15,Media 16,468,true,true,1,24,1,186453,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#00738C
311,Prod 15Media 16,Prod 15-Media 16-8-2024,2024-02-18 00:00:00,2024-02-24 00:00:00,Prod 15,Media 16,1509,true,true,1,25,1,186453,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#00738C
312,Prod 15Media 16,Prod 15-Media 16-9-2024,2024-02-25 00:00:00,2024-03-02 00:00:00,Prod 15,Media 16,1539,true,true,1,26,1,186453,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#00738C
313,Prod 15Media 16,Prod 15-Media 16-10-2024,2024-03-03 00:00:00,2024-03-09 00:00:00,Prod 15,Media 16,1485,true,true,1,27,1,186453,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#00738C
314,Prod 15Media 16,Prod 15-Media 16-11-2024,2024-03-10 00:00:00,2024-03-16 00:00:00,Prod 15,Media 16,1496,true,true,1,28,1,186453,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#00738C
315,Prod 15Media 16,Prod 15-Media 16-12-2024,2024-03-17 00:00:00,2024-03-23 00:00:00,Prod 15,Media 16,1560,true,true,1,29,1,186453,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#00738C
316,Prod 15Media 16,Prod 15-Media 16-13-2024,2024-03-24 00:00:00,2024-03-30 00:00:00,Prod 15,Media 16,1539,true,true,1,30,1,186453,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#00738C
317,Prod 15Media 16,Prod 15-Media 16-14-2024,2024-03-31 00:00:00,2024-04-06 00:00:00,Prod 15,Media 16,1398,true,true,1,31,1,186453,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#00738C
318,Prod 15Media 16,Prod 15-Media 16-15-2024,2024-04-07 00:00:00,2024-04-13 00:00:00,Prod 15,Media 16,1169,true,true,1,32,1,186453,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#00738C
319,Prod 15Media 16,Prod 15-Media 16-16-2024,2024-04-14 00:00:00,2024-04-20 00:00:00,Prod 15,Media 16,1881,true,true,1,33,1,186453,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#00738C
320,Prod 15Media 16,Prod 15-Media 16-17-2024,2024-04-21 00:00:00,2024-04-27 00:00:00,Prod 15,Media 16,1215,true,true,1,34,1,186453,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#00738C
321,Prod 15Media 16,Prod 15-Media 16-18-2024,2024-04-28 00:00:00,2024-05-04 00:00:00,Prod 15,Media 16,1218,true,true,1,35,1,186453,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#00738C
322,Prod 15Media 16,Prod 15-Media 16-19-2024,2024-05-05 00:00:00,2024-05-11 00:00:00,Prod 15,Media 16,1217,true,true,1,36,1,186453,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#00738C
323,Prod 15Media 16,Prod 15-Media 16-20-2024,2024-05-12 00:00:00,2024-05-18 00:00:00,Prod 15,Media 16,1216,true,true,1,37,1,186453,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#00738C
324,Prod 15Media 16,Prod 15-Media 16-21-2024,2024-05-19 00:00:00,2024-05-25 00:00:00,Prod 15,Media 16,1217,true,true,1,38,1,186453,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#00738C
325,Prod 15Media 16,Prod 15-Media 16-22-2024,2024-05-26 00:00:00,2024-06-01 00:00:00,Prod 15,Media 16,406,true,false,1,39,1,186453,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#00738C
326,Prod 15Media 10,Prod 15-Media 10-11-2024,2024-03-10 00:00:00,2024-03-16 00:00:00,Prod 15,Media 10,1231,true,true,1,28,1,121827,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-18 00:00:00,#88C7D8
327,Prod 15Media 10,Prod 15-Media 10-12-2024,2024-03-17 00:00:00,2024-03-23 00:00:00,Prod 15,Media 10,1754,true,true,1,29,1,121827,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-18 00:00:00,#88C7D8
328,Prod 15Media 10,Prod 15-Media 10-13-2024,2024-03-24 00:00:00,2024-03-30 00:00:00,Prod 15,Media 10,1774,true,true,1,30,1,121827,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-18 00:00:00,#88C7D8
329,Prod 15Media 10,Prod 15-Media 10-14-2024,2024-03-31 00:00:00,2024-04-06 00:00:00,Prod 15,Media 10,1731,true,true,1,31,1,121827,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-18 00:00:00,#88C7D8
330,Prod 15Media 10,Prod 15-Media 10-15-2024,2024-04-07 00:00:00,2024-04-13 00:00:00,Prod 15,Media 10,1280,true,true,1,32,1,121827,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-18 00:00:00,#88C7D8
331,Prod 15Media 10,Prod 15-Media 10-16-2024,2024-04-14 00:00:00,2024-04-20 00:00:00,Prod 15,Media 10,1171,true,true,1,33,1,121827,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-18 00:00:00,#88C7D8
332,Prod 15Media 10,Prod 15-Media 10-17-2024,2024-04-21 00:00:00,2024-04-27 00:00:00,Prod 15,Media 10,1170,true,true,1,34,1,121827,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-18 00:00:00,#88C7D8
333,Prod 15Media 10,Prod 15-Media 10-18-2024,2024-04-28 00:00:00,2024-05-04 00:00:00,Prod 15,Media 10,1166,true,true,1,35,1,121827,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-18 00:00:00,#88C7D8
334,Prod 15Media 10,Prod 15-Media 10-19-2024,2024-05-05 00:00:00,2024-05-11 00:00:00,Prod 15,Media 10,1163,true,true,1,36,1,121827,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-18 00:00:00,#88C7D8
335,Prod 15Media 10,Prod 15-Media 10-20-2024,2024-05-12 00:00:00,2024-05-18 00:00:00,Prod 15,Media 10,1159,true,true,1,37,1,121827,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-18 00:00:00,#88C7D8
336,Prod 15Media 10,Prod 15-Media 10-21-2024,2024-05-19 00:00:00,2024-05-25 00:00:00,Prod 15,Media 10,1156,true,true,1,38,1,121827,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-18 00:00:00,#88C7D8
337,Prod 15Media 10,Prod 15-Media 10-22-2024,2024-05-26 00:00:00,2024-06-01 00:00:00,Prod 15,Media 10,409,true,false,1,39,1,121827,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-18 00:00:00,#88C7D8
338,Prod 15Media 2,Prod 15-Media 2-11-2024,2024-03-10 00:00:00,2024-03-16 00:00:00,Prod 15,Media 2,7900,true,true,1,28,1,23700,#ed8b00,2024-06-16 00:00:00,2024-03-31 00:00:00,2023-12-31 00:00:00,2024-03-10 00:00:00,#ec9be7
339,Prod 15Media 2,Prod 15-Media 2-12-2024,2024-03-17 00:00:00,2024-03-23 00:00:00,Prod 15,Media 2,7900,true,true,1,29,1,23700,#ed8b00,2024-06-16 00:00:00,2024-03-31 00:00:00,2023-12-31 00:00:00,2024-03-10 00:00:00,#ec9be7
340,Prod 15Media 2,Prod 15-Media 2-13-2024,2024-03-24 00:00:00,2024-03-30 00:00:00,Prod 15,Media 2,7900,true,false,1,30,1,23700,#ed8b00,2024-06-16 00:00:00,2024-03-31 00:00:00,2023-12-31 00:00:00,2024-03-10 00:00:00,#ec9be7
341,Prod 15Media 2,Prod 15-Media 2-15-2024,2024-04-07 00:00:00,2024-04-13 00:00:00,Prod 15,Media 2,10500,true,true,1,32,2,44800,#ed8b00,2024-06-16 00:00:00,2024-05-12 00:00:00,2023-12-31 00:00:00,2024-04-07 00:00:00,#ec9be7
342,Prod 15Media 2,Prod 15-Media 2-16-2024,2024-04-14 00:00:00,2024-04-20 00:00:00,Prod 15,Media 2,10500,true,true,1,33,2,44800,#ed8b00,2024-06-16 00:00:00,2024-05-12 00:00:00,2023-12-31 00:00:00,2024-04-07 00:00:00,#ec9be7
343,Prod 15Media 2,Prod 15-Media 2-17-2024,2024-04-21 00:00:00,2024-04-27 00:00:00,Prod 15,Media 2,10500,true,true,1,34,2,44800,#ed8b00,2024-06-16 00:00:00,2024-05-12 00:00:00,2023-12-31 00:00:00,2024-04-07 00:00:00,#ec9be7
344,Prod 15Media 2,Prod 15-Media 2-18-2024,2024-04-28 00:00:00,2024-05-04 00:00:00,Prod 15,Media 2,6650,true,true,1,35,2,44800,#ed8b00,2024-06-16 00:00:00,2024-05-12 00:00:00,2023-12-31 00:00:00,2024-04-07 00:00:00,#ec9be7
345,Prod 15Media 2,Prod 15-Media 2-19-2024,2024-05-05 00:00:00,2024-05-11 00:00:00,Prod 15,Media 2,6650,true,false,1,36,2,44800,#ed8b00,2024-06-16 00:00:00,2024-05-12 00:00:00,2023-12-31 00:00:00,2024-04-07 00:00:00,#ec9be7
348,Prod 15Media 8,Prod 15-Media 8-7-2024,2024-02-11 00:00:00,2024-02-17 00:00:00,Prod 15,Media 8,846,true,true,1,24,1,40892,#ed8b00,2024-06-16 00:00:00,2024-03-31 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#00964D
349,Prod 15Media 8,Prod 15-Media 8-8-2024,2024-02-18 00:00:00,2024-02-24 00:00:00,Prod 15,Media 8,12834,true,true,1,25,1,40892,#ed8b00,2024-06-16 00:00:00,2024-03-31 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#00964D
350,Prod 15Media 8,Prod 15-Media 8-9-2024,2024-02-25 00:00:00,2024-03-02 00:00:00,Prod 15,Media 8,4748,true,true,1,26,1,40892,#ed8b00,2024-06-16 00:00:00,2024-03-31 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#00964D
351,Prod 15Media 8,Prod 15-Media 8-10-2024,2024-03-03 00:00:00,2024-03-09 00:00:00,Prod 15,Media 8,5951,true,true,1,27,1,40892,#ed8b00,2024-06-16 00:00:00,2024-03-31 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#00964D
352,Prod 15Media 8,Prod 15-Media 8-11-2024,2024-03-10 00:00:00,2024-03-16 00:00:00,Prod 15,Media 8,5870,true,true,1,28,1,40892,#ed8b00,2024-06-16 00:00:00,2024-03-31 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#00964D
353,Prod 15Media 8,Prod 15-Media 8-12-2024,2024-03-17 00:00:00,2024-03-23 00:00:00,Prod 15,Media 8,5441,true,true,1,29,1,40892,#ed8b00,2024-06-16 00:00:00,2024-03-31 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#00964D
354,Prod 15Media 8,Prod 15-Media 8-13-2024,2024-03-24 00:00:00,2024-03-30 00:00:00,Prod 15,Media 8,5202,true,false,1,30,1,40892,#ed8b00,2024-06-16 00:00:00,2024-03-31 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#00964D
355,Prod 15Media 10,Prod 15-Media 10-8-2024,2024-02-18 00:00:00,2024-02-24 00:00:00,Prod 15,Media 10,2747,true,true,1,25,1,121827,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-18 00:00:00,#88C7D8
356,Prod 15Media 10,Prod 15-Media 10-9-2024,2024-02-25 00:00:00,2024-03-02 00:00:00,Prod 15,Media 10,18788,true,true,1,26,1,121827,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-18 00:00:00,#88C7D8
357,Prod 15Media 10,Prod 15-Media 10-10-2024,2024-03-03 00:00:00,2024-03-09 00:00:00,Prod 15,Media 10,24141,true,true,1,27,1,121827,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-18 00:00:00,#88C7D8
358,Prod 15Media 10,Prod 15-Media 10-11-2024,2024-03-10 00:00:00,2024-03-16 00:00:00,Prod 15,Media 10,14465,true,true,1,28,1,121827,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-18 00:00:00,#88C7D8
359,Prod 15Media 10,Prod 15-Media 10-12-2024,2024-03-17 00:00:00,2024-03-23 00:00:00,Prod 15,Media 10,14877,true,true,1,29,1,121827,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-18 00:00:00,#88C7D8
360,Prod 15Media 10,Prod 15-Media 10-13-2024,2024-03-24 00:00:00,2024-03-30 00:00:00,Prod 15,Media 10,19303,true,true,1,30,1,121827,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-18 00:00:00,#88C7D8
362,Prod 15Media 16,Prod 15-Media 16-8-2024,2024-02-18 00:00:00,2024-02-24 00:00:00,Prod 15,Media 16,35992,true,true,1,25,1,186453,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#00738C
363,Prod 15Media 16,Prod 15-Media 16-9-2024,2024-02-25 00:00:00,2024-03-02 00:00:00,Prod 15,Media 16,28821,true,true,1,26,1,186453,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#00738C
364,Prod 15Media 16,Prod 15-Media 16-10-2024,2024-03-03 00:00:00,2024-03-09 00:00:00,Prod 15,Media 16,28697,true,true,1,27,1,186453,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#00738C
365,Prod 15Media 16,Prod 15-Media 16-11-2024,2024-03-10 00:00:00,2024-03-16 00:00:00,Prod 15,Media 16,26246,true,true,1,28,1,186453,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#00738C
366,Prod 15Media 16,Prod 15-Media 16-12-2024,2024-03-17 00:00:00,2024-03-23 00:00:00,Prod 15,Media 16,22972,true,true,1,29,1,186453,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#00738C
367,Prod 15Media 16,Prod 15-Media 16-13-2024,2024-03-24 00:00:00,2024-03-30 00:00:00,Prod 15,Media 16,23192,true,true,1,30,1,186453,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#00738C
368,Prod 15Media 12,Prod 15-Media 12-53-2023,2023-12-31 00:00:00,2024-01-06 00:00:00,Prod 15,Media 12,3970,true,true,1,18,1,68703,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,#6470CA
369,Prod 15Media 12,Prod 15-Media 12-2-2024,2024-01-07 00:00:00,2024-01-13 00:00:00,Prod 15,Media 12,2417,true,true,1,19,1,68703,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,#6470CA
370,Prod 15Media 12,Prod 15-Media 12-3-2024,2024-01-14 00:00:00,2024-01-20 00:00:00,Prod 15,Media 12,2830,true,true,1,20,1,68703,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,#6470CA
371,Prod 15Media 12,Prod 15-Media 12-4-2024,2024-01-21 00:00:00,2024-01-27 00:00:00,Prod 15,Media 12,4645,true,true,1,21,1,68703,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,#6470CA
372,Prod 15Media 12,Prod 15-Media 12-5-2024,2024-01-28 00:00:00,2024-02-03 00:00:00,Prod 15,Media 12,2940,true,true,1,22,1,68703,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,#6470CA
373,Prod 15Media 12,Prod 15-Media 12-6-2024,2024-02-04 00:00:00,2024-02-10 00:00:00,Prod 15,Media 12,3751,true,true,1,23,1,68703,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,#6470CA
374,Prod 15Media 12,Prod 15-Media 12-7-2024,2024-02-11 00:00:00,2024-02-17 00:00:00,Prod 15,Media 12,3779,true,true,1,24,1,68703,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,#6470CA
375,Prod 15Media 12,Prod 15-Media 12-8-2024,2024-02-18 00:00:00,2024-02-24 00:00:00,Prod 15,Media 12,3592,true,true,1,25,1,68703,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,#6470CA
376,Prod 15Media 12,Prod 15-Media 12-9-2024,2024-02-25 00:00:00,2024-03-02 00:00:00,Prod 15,Media 12,3531,true,true,1,26,1,68703,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,#6470CA
377,Prod 15Media 12,Prod 15-Media 12-10-2024,2024-03-03 00:00:00,2024-03-09 00:00:00,Prod 15,Media 12,3684,true,true,1,27,1,68703,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,#6470CA
378,Prod 15Media 12,Prod 15-Media 12-11-2024,2024-03-10 00:00:00,2024-03-16 00:00:00,Prod 15,Media 12,4115,true,true,1,28,1,68703,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,#6470CA
379,Prod 15Media 12,Prod 15-Media 12-12-2024,2024-03-17 00:00:00,2024-03-23 00:00:00,Prod 15,Media 12,4084,true,true,1,29,1,68703,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,#6470CA
380,Prod 15Media 12,Prod 15-Media 12-13-2024,2024-03-24 00:00:00,2024-03-30 00:00:00,Prod 15,Media 12,1472,true,true,1,30,1,68703,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,#6470CA
381,Prod 4Media 12,Prod 4-Media 12-36-2023,2023-09-03 00:00:00,2023-09-09 00:00:00,Prod 4,Media 12,254,true,true,1,1,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
382,Prod 4Media 12,Prod 4-Media 12-37-2023,2023-09-10 00:00:00,2023-09-16 00:00:00,Prod 4,Media 12,253,true,true,1,2,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
383,Prod 4Media 12,Prod 4-Media 12-38-2023,2023-09-17 00:00:00,2023-09-23 00:00:00,Prod 4,Media 12,246,true,true,1,3,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
384,Prod 4Media 12,Prod 4-Media 12-39-2023,2023-09-24 00:00:00,2023-09-30 00:00:00,Prod 4,Media 12,230,true,true,1,4,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
385,Prod 4Media 12,Prod 4-Media 12-40-2023,2023-10-01 00:00:00,2023-10-07 00:00:00,Prod 4,Media 12,825,true,true,1,5,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
386,Prod 4Media 12,Prod 4-Media 12-41-2023,2023-10-08 00:00:00,2023-10-14 00:00:00,Prod 4,Media 12,805,true,true,1,6,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
387,Prod 4Media 12,Prod 4-Media 12-42-2023,2023-10-15 00:00:00,2023-10-21 00:00:00,Prod 4,Media 12,809,true,true,1,7,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
388,Prod 4Media 12,Prod 4-Media 12-43-2023,2023-10-22 00:00:00,2023-10-28 00:00:00,Prod 4,Media 12,770,true,true,1,8,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
389,Prod 4Media 12,Prod 4-Media 12-44-2023,2023-10-29 00:00:00,2023-11-04 00:00:00,Prod 4,Media 12,3072,true,true,1,9,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
390,Prod 4Media 12,Prod 4-Media 12-45-2023,2023-11-05 00:00:00,2023-11-11 00:00:00,Prod 4,Media 12,4611,true,true,1,10,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
391,Prod 4Media 12,Prod 4-Media 12-46-2023,2023-11-12 00:00:00,2023-11-18 00:00:00,Prod 4,Media 12,4521,true,true,1,11,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
392,Prod 4Media 12,Prod 4-Media 12-47-2023,2023-11-19 00:00:00,2023-11-25 00:00:00,Prod 4,Media 12,4540,true,true,1,12,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
393,Prod 4Media 12,Prod 4-Media 12-48-2023,2023-11-26 00:00:00,2023-12-02 00:00:00,Prod 4,Media 12,4488,true,true,1,13,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
394,Prod 4Media 12,Prod 4-Media 12-49-2023,2023-12-03 00:00:00,2023-12-09 00:00:00,Prod 4,Media 12,5113,true,true,1,14,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
395,Prod 4Media 12,Prod 4-Media 12-50-2023,2023-12-10 00:00:00,2023-12-16 00:00:00,Prod 4,Media 12,4960,true,true,1,15,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
396,Prod 4Media 12,Prod 4-Media 12-51-2023,2023-12-17 00:00:00,2023-12-23 00:00:00,Prod 4,Media 12,5018,true,true,1,16,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
397,Prod 4Media 12,Prod 4-Media 12-52-2023,2023-12-24 00:00:00,2023-12-30 00:00:00,Prod 4,Media 12,4801,true,true,1,17,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
398,Prod 4Media 12,Prod 4-Media 12-53-2023,2023-12-31 00:00:00,2024-01-06 00:00:00,Prod 4,Media 12,3123,true,true,1,18,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
399,Prod 4Media 12,Prod 4-Media 12-2-2024,2024-01-07 00:00:00,2024-01-13 00:00:00,Prod 4,Media 12,1499,true,true,1,19,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
400,Prod 4Media 12,Prod 4-Media 12-3-2024,2024-01-14 00:00:00,2024-01-20 00:00:00,Prod 4,Media 12,971,true,true,1,20,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
401,Prod 4Media 12,Prod 4-Media 12-4-2024,2024-01-21 00:00:00,2024-01-27 00:00:00,Prod 4,Media 12,965,true,true,1,21,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
402,Prod 4Media 12,Prod 4-Media 12-5-2024,2024-01-28 00:00:00,2024-02-03 00:00:00,Prod 4,Media 12,1380,true,true,1,22,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
403,Prod 4Media 12,Prod 4-Media 12-6-2024,2024-02-04 00:00:00,2024-02-10 00:00:00,Prod 4,Media 12,1716,true,true,1,23,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
404,Prod 4Media 12,Prod 4-Media 12-7-2024,2024-02-11 00:00:00,2024-02-17 00:00:00,Prod 4,Media 12,1690,true,true,1,24,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
405,Prod 4Media 12,Prod 4-Media 12-8-2024,2024-02-18 00:00:00,2024-02-24 00:00:00,Prod 4,Media 12,1646,true,true,1,25,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
